strategy,run,metric,batch,value
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,129,0.062663
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,130,0.058277
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,131,0.072179
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,132,0.069985
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,133,0.075501
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,134,0.066794
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,135,0.064033
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,136,0.090714
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,137,0.062964
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,138,0.059636
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,139,0.065305
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,140,0.060596
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,141,0.060376
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,142,0.062027
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,143,0.062514
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,144,0.074991
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,145,0.071843
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,146,0.053827
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,147,0.068326
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,148,0.076031
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,149,0.070606
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,150,0.053579
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,151,0.069368
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,152,0.065798
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,153,0.063208
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,154,0.06944
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,155,0.05398
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,156,0.063988
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,157,0.060685
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,158,0.048478
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,159,0.073534
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,160,0.050767
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,161,0.04937
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,162,0.060394
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,163,0.061797
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,164,0.066083
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,165,0.041496
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,166,0.071645
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,167,0.059416
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,168,0.067406
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,169,0.06836
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,170,0.083272
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,171,0.074442
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,172,0.056266
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,173,0.055996
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,174,0.063471
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,175,0.058731
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,176,0.079219
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,177,0.065119
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,178,0.061245
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,179,0.067881
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,180,0.052304
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,181,0.057991
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,182,0.061099
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,183,0.062176
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,184,0.065557
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,185,0.066443
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,186,0.067829
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,187,0.076015
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,188,0.060693
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,189,0.058003
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,190,0.053645
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,191,0.05882
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,192,0.064027
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,193,0.062779
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,194,0.062708
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,195,0.058935
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,196,0.054908
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,197,0.061695
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,198,0.059398
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,199,0.069726
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,200,0.055686
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,201,0.058581
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,202,0.054677
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,203,0.060261
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,204,0.0584
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,205,0.056058
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,206,0.047339
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,207,0.063273
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,208,0.064589
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,209,0.063373
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,210,0.061935
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,211,0.049194
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,212,0.056543
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,213,0.055661
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,214,0.071052
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,215,0.052342
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,216,0.064602
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,217,0.056238
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,218,0.065367
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,219,0.053003
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,220,0.06703
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,221,0.069369
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,222,0.066205
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,223,0.055961
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,224,0.074918
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,225,0.063325
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,226,0.062074
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,227,0.053201
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,228,0.056654
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,229,0.058623
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,230,0.058199
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,231,0.056815
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,232,0.066974
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,233,0.055784
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,234,0.061011
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,235,0.057222
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,236,0.061535
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,237,0.066386
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,238,0.055993
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,239,0.065217
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,240,0.055713
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,241,0.055028
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,242,0.066953
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,243,0.054712
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,244,0.062633
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,245,0.060678
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,246,0.055635
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,247,0.052721
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,248,0.059243
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,CE Loss,249,0.054229
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,1,57.65
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,2,69.56
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,3,71.43
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,4,72.16
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,5,74.66000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,6,76.42999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,7,79.2
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,8,81.2
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,9,82.69999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,10,85.67
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,11,92.67999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,12,94.37
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,13,93.81
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,14,94.69999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,15,94.36
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,16,96.85000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,17,94.77
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,18,95.88
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,19,94.94
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,20,95.41
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,21,96.14
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,22,95.26
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,23,95.42
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,24,95.58
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,25,95.25
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,26,94.37
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,27,95.89
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,28,94.85
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,29,96.61999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,30,95.89999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,31,96.38
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,32,97.11
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,33,96.38
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,34,96.63000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,35,96.06
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,36,95.81
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,37,95.49
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,38,95.89999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,39,96.14
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,40,95.89999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,41,97.27
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,42,95.89
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,43,95.8
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,44,96.46000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,45,96.28999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,46,96.94
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,47,96.55
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,48,96.05
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,49,96.54
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,50,96.37
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,51,96.46000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,52,96.22
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,53,96.22
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,54,95.58
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,55,96.3
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,56,96.54
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,57,96.63000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,58,97.18
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,59,97.50999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,60,96.54
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,61,95.82000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,62,96.46000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,63,96.14
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,64,97.59
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,65,96.61999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,66,97.26
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,67,97.18
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,68,96.46000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,69,96.54
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,70,96.78
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,71,97.1
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,72,95.98
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,73,95.73
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,74,97.5
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,75,96.38
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,76,97.50999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,77,97.35000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,78,96.78
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,79,96.61999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,80,97.03
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,81,96.85000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,82,97.11
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,83,96.46000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,84,97.26
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,85,97.1
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,86,97.2
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,87,96.94
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,88,97.18
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,89,96.86
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,90,96.39
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,91,97.02
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,92,96.7
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,93,96.77
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,94,97.35000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,95,96.78999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,96,96.78
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,97,97.02
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,98,97.11
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,99,97.11
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,100,97.1
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,101,96.93
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,102,96.53
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,103,97.27
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,104,96.93
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,105,97.67
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,106,97.1
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,107,97.67
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,108,97.11
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,109,96.53
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,110,96.61999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,111,96.46000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,112,97.50999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,113,97.75
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,114,97.26
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,115,97.43
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,116,97.99
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,117,97.1
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,118,97.1
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,119,97.34
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,120,97.50999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,121,96.28999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,122,96.87
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,123,97.91
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,124,97.43
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,125,97.82
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,126,97.59
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,127,97.1
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,128,97.67
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,129,97.99
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,130,97.83
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,131,97.67
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,132,97.58
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,133,97.75
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,134,97.58
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,135,97.5
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,136,97.26
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,137,97.43
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,138,97.59
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,139,97.1
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,140,97.67
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,141,97.74000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,142,97.74000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,143,97.66
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,144,97.02
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,145,97.35000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,146,98.15
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,147,97.18
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,148,97.50999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,149,97.35000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,150,98.15
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,151,97.83
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,152,97.67
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,153,97.5
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,154,97.27
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,155,97.67
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,156,97.58
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,157,97.35000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,158,98.48
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,159,97.25
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,160,98.22999999999999
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,161,98.15
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,162,97.75
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,163,97.58
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Accuracy,164,97.03
