strategy,run,metric,batch,value
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,220,0.058117
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,221,0.061845
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,222,0.065622
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,223,0.049231
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,224,0.06766
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,225,0.053152
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,226,0.057718
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,227,0.047026
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,228,0.04992
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,229,0.05103
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,230,0.051545
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,231,0.049719
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,232,0.059133
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,233,0.055808
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,234,0.051052
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,235,0.051519
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,236,0.05266
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,237,0.063937
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,238,0.04714
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,239,0.062237
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,240,0.047717
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,241,0.049682
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,242,0.060342
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,243,0.04686
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,244,0.054416
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,245,0.059191
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,246,0.046001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,247,0.052667
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,248,0.052477
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,CE Loss,249,0.046768
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,1,65.3
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,2,73.98
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,3,76.24
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,4,75.78
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,5,77.96
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,6,78.84
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,7,78.63
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,8,82.01
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,9,83.50999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,10,89.94
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,11,93.0
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,12,94.93
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,13,93.89
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,14,95.02000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,15,94.85
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,16,97.26
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,17,94.28999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,18,95.56
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,19,94.38
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,20,93.97
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,21,94.61
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,22,95.98
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,23,96.3
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,24,95.98
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,25,95.17
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,26,94.94
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,27,96.22
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,28,95.49
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,29,96.94
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,30,95.5
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,31,96.54
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,32,96.95
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,33,96.54
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,34,96.06
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,35,95.82000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,36,95.08
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,37,95.33
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,38,95.89999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,39,96.06
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,40,95.58
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,41,96.95
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,42,95.49
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,43,94.92
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,44,95.81
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,45,95.08
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,46,95.81
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,47,95.34
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,48,95.32000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,49,94.86
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,50,95.08
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,51,95.89999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,52,96.14
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,53,95.73
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,54,95.58
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,55,94.69
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,56,95.89
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,57,95.02000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,58,96.78
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,59,97.02
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,60,95.17
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,61,95.09
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,62,95.74000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,63,95.66
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,64,96.86
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,65,95.66
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,66,96.21
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,67,96.46000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,68,95.02000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,69,95.82000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,70,96.14
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,71,96.05
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,72,95.34
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,73,94.84
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,74,95.33
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,75,95.26
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,76,96.06
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,77,96.22
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,78,95.49
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,79,95.33
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,80,96.22
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,81,95.89
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,82,96.14
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,83,95.89999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,84,96.21
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,85,96.46000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,86,95.84
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,87,95.89999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,88,96.54
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,89,96.05
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,90,96.06
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,91,96.61
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,92,96.7
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,93,96.37
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,94,96.7
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,95,95.82000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,96,96.94
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,97,95.81
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,98,95.98
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,99,95.99
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,100,95.81
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,101,96.13000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,102,95.89
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,103,96.95
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,104,96.61
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,105,97.35000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,106,97.02
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,107,97.43
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,108,97.03
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,109,96.37
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,110,96.61999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,111,96.94
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,112,96.78
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,113,97.5
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,114,96.7
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,115,97.1
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,116,97.27
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,117,97.1
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,118,97.35000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,119,96.86
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,120,97.75
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,121,97.26
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,122,96.63000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,123,97.19
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,124,97.11
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,125,97.02
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,126,97.43
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,127,96.7
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,128,97.67
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,129,97.50999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,130,97.43
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,131,97.03
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,132,97.18
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,133,97.43
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,134,97.26
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,135,96.77
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,136,97.1
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,137,97.67
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,138,97.67
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,139,97.02
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,140,97.03
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,141,97.34
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,142,96.93
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,143,97.5
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,144,97.18
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,145,97.50999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,146,97.66
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,147,97.1
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,148,97.18
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,149,96.94
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,150,98.22999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,151,97.83
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,152,97.75
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,153,97.58
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,154,96.7
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,155,97.59
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,156,97.1
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,157,96.86
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,158,98.31
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,159,96.93
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,160,98.15
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,161,98.07000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,162,97.75
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,163,97.1
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,164,97.43
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,165,98.48
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,166,97.34
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,167,97.91
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,168,97.91
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,169,96.77
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,170,97.18
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,171,97.50999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,172,98.39
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,173,97.74000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,174,98.47
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,175,97.67
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,176,97.09
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,177,98.14
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,178,97.67
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,179,97.43
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,180,97.91
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,181,97.74000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,182,98.07000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,183,98.07000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,184,97.59
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,185,97.58
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,186,97.27
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,187,97.42
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,188,97.66
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,189,97.75
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,190,98.07000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,191,97.25
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,192,97.26
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,193,97.42
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,194,97.1
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,195,97.26
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,196,98.07000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,197,97.58
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,198,98.22999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,199,97.75
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,200,98.39
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,201,97.83
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,202,97.83
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,203,97.5
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,204,98.15
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,205,98.15
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,206,98.31
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,207,97.5
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,208,97.58
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,209,97.75
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,210,98.07000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,211,98.15
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,212,97.91
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,213,97.5
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,214,96.94
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,215,97.43
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,216,97.26
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,217,97.67
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,218,97.34
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,219,97.91
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,220,97.99
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,221,97.18
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,222,97.26
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,223,97.83
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,224,96.85000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,225,97.91
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,226,97.50999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,227,98.22999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,228,97.83
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,229,97.82
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,230,97.59
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,231,97.34
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,232,97.42
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,233,97.35000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,234,97.82
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,235,97.99
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,236,97.67
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,237,97.18
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,238,97.75
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,239,97.5
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,240,97.89999999999999
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,241,97.83
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,242,97.35000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,243,98.15
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,244,97.66
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,245,97.75
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,246,98.07000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,247,97.99
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,248,97.74000000000001
Pure CE,exp-tsc-8k-purece-t1-48h-3L-3.4M-1,Accuracy,249,98.07000000000001
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Loss,1,4.408162
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Loss,2,2.810444
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Loss,3,2.641161
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Loss,4,2.432059
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Loss,5,2.13031
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Loss,6,1.796123
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Loss,7,1.482042
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Loss,8,1.154627
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Loss,9,0.900682
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Loss,10,0.715534
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Loss,11,0.535219
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Loss,12,0.415173
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Loss,13,0.321172
Pure KL,exp-tsc-8k-purekl-t1-48h-3L-3.4M-1,Loss,14,0.280822
